SMS Text,Label
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
Congratulations! You've won a cash prize of ₹48370. Call 9617769968 to claim.,Scam
ATM blocked. Update card details at http://secure-loan.cc immediately.,Scam
Your account XXXX4856 is credited with ₹99531 on 16-12-2025. Avl Bal: ₹84978,Legit
Congratulations! You've won a cash prize of ₹92987. Call 9887733113 to claim.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Electricity bill of ₹53370 paid successfully on 27-08-2025.,Legit
Payment of ₹68171 to Amazon was successful. UPI Ref: 1N28NS6D07RO,Legit
Your EMI of ₹22314 will be auto-debited on 18-05-2025. Maintain sufficient balance.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
Your loan of ₹48866 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
ATM blocked. Update card details at http://update-info.org immediately.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://update-info.org,Scam
Electricity bill of ₹49376 paid successfully on 21-03-2025.,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
Your bank account has been locked. Click http://sbi-alert.in to unlock now.,Scam
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Your bank account has been locked. Click http://sbi-alert.in to unlock now.,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
"Dear customer, your mobile number is updated successfully.",Legit
ATM blocked. Update card details at http://update-info.org immediately.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
Your debit card ending with 3094 has been dispatched via BlueDart.,Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Congratulations! You've won a cash prize of ₹98578. Call 9166520068 to claim.,Scam
Your bank account has been locked. Click http://secure-loan.cc to unlock now.,Scam
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: DIAYPDMQIILV. Journey date: 26-06-2025,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Congratulations! You've won a cash prize of ₹16963. Call 9744359884 to claim.,Scam
Congratulations! You've won a cash prize of ₹85862. Call 9485342220 to claim.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://update-info.org,Scam
Your account XXXX9770 is credited with ₹30906 on 01-08-2025. Avl Bal: ₹52889,Legit
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Thank you for using Paytm. ₹18246 paid to Swiggy India.,Legit
Payment of ₹52814 to Amazon was successful. UPI Ref: 5AGETM8KKVCM,Legit
Electricity bill of ₹68740 paid successfully on 05-11-2025.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: 93W1KVD06D70. Journey date: 13-05-2025,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Payment of ₹1387 to Amazon was successful. UPI Ref: X273SZ1R5N3G,Legit
You have pending income tax refund. Submit your bank details: http://secure-loan.cc,Scam
Your debit card ending with 3832 has been dispatched via BlueDart.,Legit
Your bank account has been locked. Click http://sbi-alert.in to unlock now.,Scam
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Payment of ₹40733 to Amazon was successful. UPI Ref: 6YWUGSWI2RUG,Legit
Your EMI of ₹36765 will be auto-debited on 02-02-2025. Maintain sufficient balance.,Legit
Your account XXXX9288 is credited with ₹13908 on 16-02-2025. Avl Bal: ₹93469,Legit
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Your account XXXX1063 is credited with ₹49647 on 28-08-2025. Avl Bal: ₹66294,Legit
Your debit card ending with 1657 has been dispatched via BlueDart.,Legit
Thank you for using Paytm. ₹45629 paid to Swiggy India.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: GNMYQHZBRMAY. Journey date: 24-09-2025,Legit
Electricity bill of ₹75580 paid successfully on 28-11-2025.,Legit
Thank you for using Paytm. ₹17943 paid to Swiggy India.,Legit
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Your account XXXX5707 is credited with ₹19595 on 04-05-2025. Avl Bal: ₹65920,Legit
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
ATM blocked. Update card details at http://update-info.org immediately.,Scam
Electricity bill of ₹92080 paid successfully on 10-02-2025.,Legit
You have pending income tax refund. Submit your bank details: http://secure-loan.cc,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Your EMI of ₹53572 will be auto-debited on 03-11-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Your loan of ₹58567 is approved. Click here to apply now: http://kyc-verify.cc,Scam
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Thank you for using Paytm. ₹4521 paid to Swiggy India.,Legit
Your loan of ₹14396 is approved. Click here to apply now: http://secure-loan.cc,Scam
Your EMI of ₹2638 will be auto-debited on 27-04-2025. Maintain sufficient balance.,Legit
Your EMI of ₹54471 will be auto-debited on 09-09-2025. Maintain sufficient balance.,Legit
Thank you for using Paytm. ₹66622 paid to Swiggy India.,Legit
"Dear user, you've been selected for a free reward. Claim at http://update-info.org",Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
IRCTC booking confirmed. PNR: X8EPNMQ5YXDV. Journey date: 08-06-2025,Legit
IRCTC booking confirmed. PNR: 33H05UI7FGKN. Journey date: 19-06-2025,Legit
ATM blocked. Update card details at http://update-info.org immediately.,Scam
You have pending income tax refund. Submit your bank details: http://secure-loan.cc,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Congratulations! You've won a cash prize of ₹29228. Call 9621647311 to claim.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: MGCVW6XP5T2C. Journey date: 10-10-2025,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Thank you for using Paytm. ₹3493 paid to Swiggy India.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
IRCTC booking confirmed. PNR: 7ZVF3MMWF12U. Journey date: 19-02-2025,Legit
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: 77NOIHF5KGXN. Journey date: 28-04-2025,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
You have pending income tax refund. Submit your bank details: http://secure-loan.cc,Scam
Your loan of ₹49630 is approved. Click here to apply now: http://update-info.org,Scam
Your debit card ending with 1322 has been dispatched via BlueDart.,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Thank you for using Paytm. ₹89948 paid to Swiggy India.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
Your account XXXX7768 is credited with ₹36596 on 06-08-2025. Avl Bal: ₹56075,Legit
IRCTC booking confirmed. PNR: PZPW73WD5P3K. Journey date: 24-12-2025,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
IRCTC booking confirmed. PNR: 5LLPGTG9AHW5. Journey date: 18-07-2025,Legit
IRCTC booking confirmed. PNR: LSJL9DWO80EN. Journey date: 09-10-2025,Legit
Your loan of ₹19830 is approved. Click here to apply now: http://update-info.org,Scam
Payment of ₹59663 to Amazon was successful. UPI Ref: RCDUDMUO0FUY,Legit
Your bank account has been locked. Click http://update-info.org to unlock now.,Scam
Your account XXXX5980 is credited with ₹29258 on 21-07-2025. Avl Bal: ₹26438,Legit
Your bank account has been locked. Click http://update-info.org to unlock now.,Scam
"Dear customer, your mobile number is updated successfully.",Legit
IRCTC booking confirmed. PNR: KGPOE2702HKV. Journey date: 26-08-2025,Legit
Your EMI of ₹31155 will be auto-debited on 05-10-2025. Maintain sufficient balance.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Electricity bill of ₹19666 paid successfully on 17-06-2025.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Your debit card ending with 6602 has been dispatched via BlueDart.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Electricity bill of ₹50472 paid successfully on 27-01-2025.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Payment of ₹74696 to Amazon was successful. UPI Ref: FY0O8SFYUFHX,Legit
Your loan of ₹17403 is approved. Click here to apply now: http://bank-secure.net,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your loan of ₹53878 is approved. Click here to apply now: http://secure-loan.cc,Scam
ATM blocked. Update card details at http://secure-loan.cc immediately.,Scam
Your loan of ₹75880 is approved. Click here to apply now: http://secure-loan.cc,Scam
Your EMI of ₹12589 will be auto-debited on 11-07-2025. Maintain sufficient balance.,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Congratulations! You've won a cash prize of ₹42532. Call 9797136941 to claim.,Scam
IRCTC booking confirmed. PNR: FFV3GNAXJNIR. Journey date: 04-04-2025,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Your account XXXX8663 is credited with ₹60455 on 11-07-2025. Avl Bal: ₹37612,Legit
Thank you for using Paytm. ₹96847 paid to Swiggy India.,Legit
Your loan of ₹44989 is approved. Click here to apply now: http://sbi-alert.in,Scam
Your account XXXX7033 is credited with ₹48747 on 08-03-2025. Avl Bal: ₹22979,Legit
IRCTC booking confirmed. PNR: F0G2SO8UNFRX. Journey date: 06-01-2025,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your debit card ending with 5817 has been dispatched via BlueDart.,Legit
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
Congratulations! You've won a cash prize of ₹10567. Call 9669802449 to claim.,Scam
Electricity bill of ₹73569 paid successfully on 13-11-2025.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Your account XXXX7653 is credited with ₹10083 on 26-02-2025. Avl Bal: ₹74031,Legit
Your account XXXX7057 is credited with ₹33724 on 07-01-2025. Avl Bal: ₹74914,Legit
Your account XXXX9687 is credited with ₹99377 on 26-12-2025. Avl Bal: ₹78027,Legit
Congratulations! You've won a cash prize of ₹55721. Call 9706787842 to claim.,Scam
"Dear customer, your mobile number is updated successfully.",Legit
IRCTC booking confirmed. PNR: IGWXC0BWFHIA. Journey date: 22-05-2025,Legit
Your loan of ₹79249 is approved. Click here to apply now: http://sbi-alert.in,Scam
Your debit card ending with 1582 has been dispatched via BlueDart.,Legit
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
Your bank account has been locked. Click http://update-info.org to unlock now.,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
Thank you for using Paytm. ₹65385 paid to Swiggy India.,Legit
Congratulations! You've won a cash prize of ₹48637. Call 9571435938 to claim.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your loan of ₹32114 is approved. Click here to apply now: http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
IRCTC booking confirmed. PNR: TE0V0KWJ1QI7. Journey date: 16-05-2025,Legit
Electricity bill of ₹9826 paid successfully on 17-10-2025.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
IRCTC booking confirmed. PNR: E4AQQAL6GF8E. Journey date: 05-12-2025,Legit
Your debit card ending with 7734 has been dispatched via BlueDart.,Legit
Payment of ₹43833 to Amazon was successful. UPI Ref: E2D4NHC4QQZW,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹720 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Congratulations! You've won a cash prize of ₹97213. Call 9087182045 to claim.,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
Congratulations! You've won a cash prize of ₹6341. Call 9947523538 to claim.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
IRCTC booking confirmed. PNR: GKF8IPHBE776. Journey date: 06-03-2025,Legit
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
Thank you for using Paytm. ₹16546 paid to Swiggy India.,Legit
Electricity bill of ₹74250 paid successfully on 09-01-2025.,Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Thank you for using Paytm. ₹68676 paid to Swiggy India.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
"Dear customer, your mobile number is updated successfully.",Legit
Congratulations! You've won a cash prize of ₹70945. Call 9598276181 to claim.,Scam
Your EMI of ₹23353 will be auto-debited on 04-11-2025. Maintain sufficient balance.,Legit
Payment of ₹4600 to Amazon was successful. UPI Ref: MW4W3V05DOMQ,Legit
Electricity bill of ₹3029 paid successfully on 20-04-2025.,Legit
Congratulations! You've won a cash prize of ₹86673. Call 9449690833 to claim.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Congratulations! You've won a cash prize of ₹24825. Call 9321086891 to claim.,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
ATM blocked. Update card details at http://sbi-alert.in immediately.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Thank you for using Paytm. ₹94747 paid to Swiggy India.,Legit
Your account XXXX9983 is credited with ₹54688 on 06-12-2025. Avl Bal: ₹40720,Legit
Your bank account has been locked. Click http://secure-loan.cc to unlock now.,Scam
Your debit card ending with 0273 has been dispatched via BlueDart.,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
Electricity bill of ₹5748 paid successfully on 01-12-2025.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Your loan of ₹15722 is approved. Click here to apply now: http://update-info.org,Scam
Your loan of ₹34931 is approved. Click here to apply now: http://secure-loan.cc,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your debit card ending with 5399 has been dispatched via BlueDart.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹43737 is approved. Click here to apply now: http://secure-loan.cc,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
Your account XXXX4266 is credited with ₹99603 on 24-04-2025. Avl Bal: ₹72061,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
IRCTC booking confirmed. PNR: HDM0HT3LG7RG. Journey date: 06-11-2025,Legit
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
IRCTC booking confirmed. PNR: IWKEE94M6ZBQ. Journey date: 20-10-2025,Legit
Congratulations! You've won a cash prize of ₹40814. Call 9972790619 to claim.,Scam
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Your debit card ending with 0959 has been dispatched via BlueDart.,Legit
Payment of ₹97253 to Amazon was successful. UPI Ref: CL0NZND5YT9P,Legit
"Dear customer, your mobile number is updated successfully.",Legit
ATM blocked. Update card details at http://sbi-alert.in immediately.,Scam
Your EMI of ₹29870 will be auto-debited on 23-03-2025. Maintain sufficient balance.,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Thank you for using Paytm. ₹30362 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
Your debit card ending with 1754 has been dispatched via BlueDart.,Legit
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Your account XXXX2300 is credited with ₹60682 on 26-02-2025. Avl Bal: ₹7414,Legit
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Your EMI of ₹13235 will be auto-debited on 14-10-2025. Maintain sufficient balance.,Legit
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
Payment of ₹58769 to Amazon was successful. UPI Ref: 3OJXBV1Z5A9Q,Legit
Congratulations! You've won a cash prize of ₹56135. Call 9813257364 to claim.,Scam
Electricity bill of ₹74401 paid successfully on 01-03-2025.,Legit
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Your loan of ₹46346 is approved. Click here to apply now: http://update-info.org,Scam
Congratulations! You've won a cash prize of ₹94295. Call 9201729179 to claim.,Scam
Thank you for using Paytm. ₹51004 paid to Swiggy India.,Legit
Thank you for using Paytm. ₹61880 paid to Swiggy India.,Legit
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
Your bank account has been locked. Click http://secure-loan.cc to unlock now.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
IRCTC booking confirmed. PNR: H73G8K4E3J8J. Journey date: 11-06-2025,Legit
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
Electricity bill of ₹77196 paid successfully on 19-10-2025.,Legit
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Thank you for using Paytm. ₹93774 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://sbi-alert.in immediately.,Scam
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Your loan of ₹85933 is approved. Click here to apply now: http://sbi-alert.in,Scam
PAN verification pending. Click http://secure-loan.cc to verify or your account will be closed.,Scam
Congratulations! You've won a cash prize of ₹49197. Call 9391359702 to claim.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹25286 is approved. Click here to apply now: http://bank-secure.net,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Thank you for using Paytm. ₹33895 paid to Swiggy India.,Legit
Congratulations! You've won a cash prize of ₹97566. Call 9523769078 to claim.,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
Thank you for using Paytm. ₹98092 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
Thank you for using Paytm. ₹44972 paid to Swiggy India.,Legit
Electricity bill of ₹28794 paid successfully on 16-01-2025.,Legit
Payment of ₹58532 to Amazon was successful. UPI Ref: GNM0X4WGSGT4,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
IRCTC booking confirmed. PNR: SPQOKRLT8C54. Journey date: 16-06-2025,Legit
"Dear customer, your mobile number is updated successfully.",Legit
"Dear customer, your mobile number is updated successfully.",Legit
"Dear user, you've been selected for a free reward. Claim at http://update-info.org",Scam
ATM blocked. Update card details at http://secure-loan.cc immediately.,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
Your EMI of ₹96556 will be auto-debited on 24-10-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
IRCTC booking confirmed. PNR: IO5K4C8I8AUJ. Journey date: 06-03-2025,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Your loan of ₹45344 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Congratulations! You've won a cash prize of ₹59868. Call 9478700798 to claim.,Scam
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
Your debit card ending with 4762 has been dispatched via BlueDart.,Legit
Your EMI of ₹27531 will be auto-debited on 05-07-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Congratulations! You've won a cash prize of ₹19740. Call 9490761626 to claim.,Scam
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
Your loan of ₹8360 is approved. Click here to apply now: http://sbi-alert.in,Scam
ATM blocked. Update card details at http://sbi-alert.in immediately.,Scam
PAN verification pending. Click http://secure-loan.cc to verify or your account will be closed.,Scam
IRCTC booking confirmed. PNR: ANGHXOG1OWUS. Journey date: 15-02-2025,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
Your loan of ₹1734 is approved. Click here to apply now: http://bank-secure.net,Scam
Your loan of ₹88902 is approved. Click here to apply now: http://secure-loan.cc,Scam
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
Your loan of ₹56296 is approved. Click here to apply now: http://bank-secure.net,Scam
Payment of ₹8542 to Amazon was successful. UPI Ref: CG5QROBVV9FP,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Payment of ₹34089 to Amazon was successful. UPI Ref: K1BJXPP8AWJV,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
"Dear customer, your mobile number is updated successfully.",Legit
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
Congratulations! You've won a cash prize of ₹9792. Call 9521747009 to claim.,Scam
Your debit card ending with 3844 has been dispatched via BlueDart.,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
ATM blocked. Update card details at http://secure-loan.cc immediately.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Your EMI of ₹60533 will be auto-debited on 04-08-2025. Maintain sufficient balance.,Legit
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Your bank account has been locked. Click http://sbi-alert.in to unlock now.,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
Your debit card ending with 4531 has been dispatched via BlueDart.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Congratulations! You've won a cash prize of ₹40345. Call 9358506640 to claim.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹55821 is approved. Click here to apply now: http://bank-secure.net,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Electricity bill of ₹23915 paid successfully on 24-02-2025.,Legit
Your account XXXX4743 is credited with ₹91693 on 01-04-2025. Avl Bal: ₹29047,Legit
PAN verification pending. Click http://secure-loan.cc to verify or your account will be closed.,Scam
Your account XXXX1913 is credited with ₹74131 on 19-09-2025. Avl Bal: ₹88006,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Your account XXXX6635 is credited with ₹2759 on 07-10-2025. Avl Bal: ₹35077,Legit
Payment of ₹49529 to Amazon was successful. UPI Ref: F8JU2YKL2CCQ,Legit
Your account XXXX7110 is credited with ₹12365 on 21-10-2025. Avl Bal: ₹42840,Legit
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
Your debit card ending with 1667 has been dispatched via BlueDart.,Legit
Your debit card ending with 3043 has been dispatched via BlueDart.,Legit
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Payment of ₹3680 to Amazon was successful. UPI Ref: J6V0VFONN445,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Payment of ₹96068 to Amazon was successful. UPI Ref: RDKN45UA8Y8J,Legit
IRCTC booking confirmed. PNR: FJ4Y5OMM8XGD. Journey date: 04-08-2025,Legit
Thank you for using Paytm. ₹93287 paid to Swiggy India.,Legit
Your account XXXX9856 is credited with ₹40340 on 18-05-2025. Avl Bal: ₹66648,Legit
Congratulations! You've won a cash prize of ₹42575. Call 9114376672 to claim.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Your bank account has been locked. Click http://update-info.org to unlock now.,Scam
Your bank account has been locked. Click http://secure-loan.cc to unlock now.,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
